review,Sentiment
I tried several apps for books in PDF format. This is the best one! Thank you!,Personal Experience
you may add Arabic Language too.... and sharing the screen shots would be great ,Feature Suggestion
Does not open chm files. Can be given 5 stars if opening chm files,Bug Report
Cannot read epub file from sd card,Bug Report
"One suggestion, please add Google drive support.",Feature Suggestion
Keep working! I would like to other dictionary!,Appreciation
Waste...slow.buggy,Bug Report
DISGUSTING! Superbly hate it after the recent upgrade. It just crashes and crashes. It is so pathetic and completely unusable now. Such a shame that once favourite book reader of mine can't even proceed to the next page without crashing! Uninstalling it,Crash Report
 Superbly hate it after the recent upgrade,Negative
 It is so pathetic and completely unusable now,Negative
Unistalled it on the first day after several attempts to read a normal EPUB: it keeps crashing all the time. NOT recommended.,Crash Report
The app crashes when turning pages of epub files. Would love to test further and change my rating when it works,Crash Report
"5stars if you include 2finger swipe to next chapter, folders to arrange your book list, and those pop ups when you click some links.",Feature Suggestion
"Constantly crashing since last update, which is a pity, as was pretty reliable before",Crash Report
Crashing after latest update.,Crash Report
"It was OK, but now it always crash.  Please fix this bug.",Crash Report
After update its crushing all time!,Crash Report
"It always autorotates, even when disabled in settings.",Bug Report
"This is the best reader I've come across so far.  But my only issue is,  it freezes ever so often. It freezes every time I'm  opening a book making me take forever to open a book",Bug Report
"Good program but it has some glitches. When highlighting, it has problems selecting the start points to highlight especially if some text had already been highlighted. Fix those glitches and I give it 5 stars.",Bug Report
1. Ad free and Free to use   2. DRM support   3. Flipping pages possible  4. Shelf like arrangement possible  5. Changing pages is fast compared to Aldiko. 6.Animation supported.  Thanks to team for creating this app,Appreciation
It has decent options. It won't open some epub files. Haven't tried for others.,Bug Report
the only reason I'm using the other app instead of this is because it only supports Abbyy  dictionary  I really wish I could have the option to choose to use other dictionary pkg,Personal Experience
I cannot imagine the power of this reading app. I can highlight the text while I read them. It can easily open any PDF and EPUB books. I love it.,Personal Experience
"Could you please add a search results page for the search feature, so I don't have to next through all the results to find the one I am looking for.",Feature Suggestion
Crashes everytime i load it. Uninstalled.,Crash Report
Automatic book scan doesn't scan books from external memory card.,Bug Report
After recent update it becomes difficult to select & highlight the text. Please fix the problem otherwise the app will become useless for me.,Bug Report
"I've been using FBReader, but the lack of any real formatting display has made me look elsewhere just when I began to despair of finding anything comparable, I find this. Pocketbook Reader is great. I might suggest a few tweaks, but nothing significant. Thanks.",Personal Experience
"I tried many such apps in market but this one is the best so far. Its highliting feature is great, that seperates from others. Good work. Keep on upgrading with many more features.",Appreciation
"Tried so many e-book reader apps and i'd say this is the best. Highly customizible. Just one request to the developer, can you add bookmark function? Thanks for this app!",Feature Suggestion
using it since release... Force close is resolved!! Even smoother now !! Thanks for providing great app cheers,Appreciation
Worst application. It can't open .chm file. Basic feature is not working. Really bad ,Negative
Worst application,Negative
 Basic feature is not working,Negative
Unable to open chm files. Tried for 3-4 files bt stops unexpectedly.  Its ok for pdf and doc didn't check for other formats.,Bug Report
Crashes with chm  Disappointed,Crash Report
Crash down with large size files otherwise good app,Crash Report
"Keep up the good work Thanx.""""",Appreciation
Crashes when i open chm files,Crash Report
"After trying out many of the big names in eBook  readers on playstore, I finally stumbled upon this one.  I've had no problem opening chm, epub and pdf formats. The interface is clean and simple and I love the auto scan function which saves me the trouble of manually importing books into the app. 5 stars from me and thx to the Devs.""""",Personal Experience
I just downloaded this app. After being fed up with other top readers and can't believe how easy this reader was to use and its capabilities! This reader needs to be made known... WOW!!!,Personal Experience
Tried many readers and just this one offers exactly what  I've been looking for.  Highly recommend.,Personal Experience
"Installs, but does nothing when opened. ""Nothing"", as in, after 5 minutes the screen is still blank.",Bug Report
The CHM FILE IS not opening due to which the pocketbook is stalling and closing down. Plz rectify it As soon as possible,Bug Report
But chm files almost always fail to be opened,Bug Report
Not working at all,Bug Report
There Is Many options insider.. after long time i got this app..Thanks u so much,Appreciation
There are sometimes glitches in the word.like at the start of the page it's like this h ello or there are sentences with all caps,Bug Report
Simply useless.,Negative
Can't bookmark pages or rename a book after importing it. Interface leaves a lot to be desired.,Bug Report
"Randomly appears the window saying the app has stopped even when I am not using it, but nothing actually happens.",Bug Report
Didn't read a single pdf or epub file saying they were corrupt,Bug Report
This apps crashes frequently when i try to open big pdf files..,Crash Report
Ruined it with last update,Negative
Frequently crashes navigating in a large pdf. Uninstalled.,Crash Report
After update app is crashing each time i open it.please fix it,Crash Report
"App keeps crashing, have reinstalled twice and still unusable.",Crash Report
It always stops.  I can't even open it.,Bug Report
It get crashed easily...,Crash Report
"Highlights the wrong words when searching, always crashing",Crash Report
Keeps crashing while viewing a book on my Galaxy S6,Crash Report
It's shows eBook is corrupted when I am trying to open in this app.But it works fine while opening with out using pocket book.Rectify the issue,Bug Report
It's terrible. The app crashed every time,Crash Report
"I only have one request, please allow for fast-forward or skip in Tts. For example I want to skip examples in textbooks.",Feature Suggestion
Doesn't deserve even 1,Negative
Keeps on force closing. Would rate zero-star if I could. Pffft.,Crash Report
"""unfortunately pocketbook has stopped working...""  over and over and over and over again.",Bug Report
Keeps saying it has stopped. Very annoying,Bug Report
Not working hangs almost all time not able to read even a single page,Bug Report
I like it but it crashes some time that's not good.,Crash Report
Can't even open .pdf,Bug Report
Its the best and the easiest but it has so many bugs it stops working alot and turn off suddenly,Bug Report
"It won't even open, let alone allow me to use it. Deleting and downloading something that actually works.",Bug Report
it crashes on some of the books while reading,Crash Report
A really helpful app for my epub files Thank you so much for this one. Keep it up!,Appreciation
"I love it, but it always crash everytime i open the app. Pls fix this",Crash Report
Do you have ios  version?,Question
It will be perfect if only azw3 file could also be included.,Feature Suggestion
keeps crashing all the time,Crash Report
Kept crashing,Crash Report
Can't open anything and I paid for this app.,Bug Report
I can not open any book in this app. Please fix it,Bug Report
Deleting of files is not working. Otherwise a good one.,Bug Report
where's the text to speech?,Question
It was good until it began crashing all the time,Crash Report
Does not start.,Bug Report
Why does new version need access to camera?,Question
How do you bookmark a page?,Question
Dear pocketbook how can we add  dictionary to it,Question
How i can but bookmark in this application?,Question
Can't live without this perfect app,Personal Experience
Now i can finish all my book without having to bring them everywhere.. ,Personal Experience
Doesn't read any of my books or when it does it crashes every time,Crash Report
great app but often lags to load pages!!!,Bug Report
Sometimes crashes but most of the time the best reader,Crash Report
Why can't I open mobi here?,Question
Will recommended it to everyone! Thank you for making such a great app ,Appreciation
Constantly crashes.,Crash Report
Waste of time,Negative
Crashes all the time,Crash Report
How do I reduce the brightness? ,Question
Why it cant read .pdb files?,Question
"Unluckily , the app doesn't read files with Arabic content that have the doc and txt extension!! I hope you fix this point of weakness.",Bug Report
Add filters so it will look nice if I zoom it. Often use it for read djvu files. Nice app,Feature Suggestion
"Doesn't load books. When tapping ""read"", it just goes black - probably trying to load the book entirely - and stops responding.  Please change it so it only loads a few pages at a time and I'll happily give this another try.",Bug Report
"""It was terribly slow to load, 30 seconds, for a 300 page book. ",Bug Report
Takes too long to load Unicode and it does not recognize it,Bug Report
Not able to open even one 10mb document,Bug Report
Please add highlight or text copy feature in pdf reading mode.,Feature Suggestion
You need to add highlight and note then it would become one of the best apps of its kind,Feature Suggestion
Good app but I suggest to add a feature that you can zoom in the ,Feature Suggestion
wow. I'm loving this app even more. Text search option is added. Thumbs up for that.,Appreciation
Can you please add the option for TTS.! It would be great,Feature Suggestion
Please Add Search Box...,Feature Suggestion
This app sucks !!!!,Negative
constant pop ups telling me to subscribe. i just want to send myself an email of a form i filled out and its not letting me. dont recommend.,Personal Experience
wonderful app I enjoy it I do alot of paperwork and with covid 19 going on and alot of restrictions on resources to use this app really comes in handy so thank you for this app!,Appreciation
Good app but need some fix bugs especially black and white image quality. And documents colour like receipt from yellow to pink and orange but colours should be light. Orignal as receipt colour,Bug Report
Great experience with the scan app. I'm happy I downloaded the app. to assist me with my work.,Personal Experience
Very easy to use. And scanned image is very clear.,Positive
Brilliant! Almost easier than using a physical scanner.,Positive
Please give an option that to scan our signature and add to docs,Feature Suggestion
This app scan very fast and save documents with appropriate filters,Personal Experience
"No need to buy an expensive scanner, its all worth it",Personal Experience
"It is froud app , it takes all access like all your contact number and all your personal information so don't install it,",Personal Experience
This app is good I really appreciate the maker of this app because it makes my work very easy and it easy to use,Appreciation
"Wonderful experience, a little sensitive to body movements when detecting borders",Personal Experience
Extremely easy to scan and send!,Positive
"This app is really perfect, practical, and easy to use.",Positive
One of the best scan apps. Great app.,Positive
Very fast & easy to use! This is a great app ,Positive
Can't replace the page and very poor editing,Bug Report
Detects border incorrectly.,Bug Report
Fantastic app Please add online cloud option like CamScanner This can be India's next CamScanner,Feature Suggestion
"Thank you, the best scanner app.",Appreciation
please Increase the quantity of pdf making,Feature Suggestion
Great app so far very helpful and easy .,Positive
Exceptional clarity intercepting lists!,Positive
It's a very brilliant app to scan lovely,Positive
Too difficult in zooming the document,Negative
Thank you so much For this app This is so so so helpful,Appreciation
Quality of Pdf is very poor,Negative
Awesome tool for my office work. Very handy and easy to use. Keep it up,Appreciation
It works. But made my phone freeze,Bug Report
Really quick and easy to use. Needed this to submit hand written exam work during quarantine and its the only app that's been able to do the job. Thank you scanner app!,Appreciation
Better than the ones I had tried previously. I like that it lets you adjust the margens after taking the pictures.,Personal Experience
I could not believe how good and useful this application is. It is a great scanning tool. Cudos to the makers.,Appreciation
Very professional App..... Thanks for teamwork.... Really I appreciate it,Appreciation
Excellent app for scanning documents when without a scanning machine.,Positive
"Very simple, it does all the thinking.",Positive
Very easy to use. It is very wonderful.kudos to the developer.,Appreciation
Page border gets too dark after document scanning please fix it . other wise app is ok,Bug Report
"It really manages to meet my selected options ,the quality just good .",Personal Experience
It's very easy to work.amazing app. Thank for this type of app.,Appreciation
Tapscanner started charging. Plus this scanner app has better auto border function!,Personal Experience
This the best scanner ever used and gave me the desired results in time.thanks,Positive
Better than Camscanner.,Personal Experience
Does not take clear pictures for scanning,Bug Report
Good thing they made this because its outstanding...Great job‼,Appreciation
Its batter than camscanner.its very easy and nice app..,Personal Experience
Not able scan the original file and always to bright,Bug Report
Cannot attach file in it from email letter.,Bug Report
I don't like that it starts taking pictures without me being ready. I would rather be able to push a button.,Bug Report
"Best Experience ever, Easy to use and legit.",Positive
"Awesome,makes the work alot easier. Thanks for this innovation.",Appreciation
Excellent app.It instantly coverts into PDF.,Positive
"Perfect app, easy and sweet to use, just love this app",Positive
It works very slowly,Bug Report
Very user friendly and efficient.,Positive
Excellent  great work and very easy to use thanks..... ,Appreciation
An online scanner that actually works!,Personal Experience
Great application for scanning.,Positive
Such an amazing and innovative app... saved me in desperate times!,Positive
It is very convenient... Thumbs up to the team,Appreciation
The camera quality is a bit blur,Bug Report
It's a good app. It hasn't let me down since I started using it.,Personal Experience
Great scanner really great image to pdf,Positive
Excellent! It is very useful for me as a student.,Positive
Good but premium versión needs to be free,Neutral
Amazing application. 5 stars all the way.,Positive
"It's an amazing app, easy to use and helpful",Positive
This app is probably the best scanner I've seen,Positive
Best scanner I've found,Positive
"I highly recommend this app, you won't regret downloading this app, this is perfect. Thumbs up, developer",Appreciation
Very user friendly! Great app!,Positive
Perfect app for scanning,Positive
"Very useful program, just download it",Positive
Very bad experience always showing border is decting very bad app i l tell my friend not to use Thank you,Negative
It is the best app for scanning,Positive
Its performance is beyond my expectations. Bravo,Appreciation
Is good app but not work for sharing,Neutral
Brilliant apps very clear easily to use,Positive
Best app since sliced bread,Positive
Thanks for allowing me to use all the Pro features free! I'm taking advantage of this opportunity! Thanks great app,Appreciation
Simply its amazing Fast scanner ever,Positive
Excellent app for working at home. Well done,Appreciation
good app but paid not install this app,Neutral
Best app so far ..good work done,Appreciation
Worst app data and phone storage wasted,Negative
I wanted to delete Chinese app CamScanner and installed iscanner. But I was unsatisfied with the quality of scanned documents. So I deleted iscanner on the same day. I wish to find any better app which can compete with CamScanner,Personal Experience
Excellent quality and performance,Positive
"Awesome app, easy to use",Positive
It doesn't scan in colour.,Bug Report
"It's a scam!! Not free, but almost £5 PER MONTH!!! Subscriptions are the new robery, where they keep selling you the very same app month after month, over and over. You forget you have this silly app and in ten years it will drain almost £600 out of your bank account! No matter how good an app is, I just don't do ""subscriptions"". They are a rip off!",Personal Experience
I checked reviews and the first and second review mentioned the app not being free. And the the publisher answered that the app could be used for free. He was technically correct. For three days after you give them credit card info. And then you have to cancel before they charge you. So unless you wanna pay... Go away,Personal Experience
I think CamScanner is better,Personal Experience
Better than camscanner,Personal Experience
Absolute garbage. Horrible scans and annoying interface.,Negative
App doesn't always open and freezes often. It's frustrating when I need to scan documents that have to be return to clients right away.,Bug Report
This app has saved me hundreds of dollars and definitely saved me many hours of time getting documents to places that they need to be through email all I need to do is take the picture adjust it and send. Best app for business,Personal Experience
Took my paper so perfectly. Definitely recommend it!,Personal Experience
I tried to use this app and everything I scanned could barely be read.,Bug Report
Excellent tool for my history and genealogy work!,Positive
When I scanned coloring documents after save it's converted to black& white ..,Bug Report
The scanner app is nice but cant save more photos,Neutral
It is a very wonderful app. The scanning on point . would recommend for those of us without a scanner to download this on your phone. Love it,Positive
"Love this app, saves so much time""""",Positive
Pages are Very Unclear after scanning . Not good,Bug Report
Very convenient with good quality pdfs. Great if you're on the go!,Positive
Awesome scanner and super easy to use! Highly recommend!,Positive
"i paid yearly. it woked 2days, but it have not worked since. Fix the issue.",Bug Report
App is force stopping deleting what I have scanned. When working as it should it does the job.,Bug Report
Great easy to use app - ideal for scanning occasional documents.,Positive
"After i scann a full 800 pages book, the app the app stop working properly. Result, all the work has been lost",Bug Report
"Ads are frustrating, annoying, obtrusiveand make using the app more difficult.",Negative
Fantastic The best decision I made to install the app.,Positive
Cannot scan multiple pages.,Bug Report
"You only can use the limited version for very little amount of time, then it asks you to buy it.",Personal Experience
Very nice app Thank you for good service,Appreciation
I scanned only few image after that It didnt work anymore!,Bug Report
This app is just awesome. I simply love it,Positive
In description it says Free but its free only for 3 days!! Then it's chargeable!!,Personal Experience
Great for 'scanning' docs and easily emailing them.,Positive
"Very handy app, very easy to handle and works really well thanks",Appreciation
Very useful ! Thank you so much ,Appreciation
Excellent scanner. The auto feauture is simply wonderful.,Positive
Very poor. Did not work properly and I ended up just making a screen shot. Shouldn't have to pay for a product that doesn't work.,Bug Report
Great app! It really scanned the document I took!,Positive
Unable to save file on the app,Bug Report
"Fine App, but transferring the pictures to my Google photos is not working",Bug Report
App is was amazing.excellent scanner Very useful.,Positive
"Awesome app, you definetly should try!!",Positive
Work incredibly well and efficient. Definitely recommend this app.,Positive
"Easy to use, convenient, good copies sent",Positive
Works great good job,Appreciation
"Fast and easy, good for turning in assignments online",Positive
Best app for scan,Positive
This app is great...thumps up,Appreciation
App is not getting downloaded stall simply keep rounding,Bug Report
Interesting app appreciated,Appreciation
This app is perfect!,Positive
amazing app . help to find meaning of any word . either complicated or never exsist,Positive
Very useful app. I find it easy to use it and get the actual meaning. I request you all to use this app . It is a very useful app. It is good for the students also. So please download this app.,Positive
Very useful app,Positive
 I find it easy to use it and get the actual meaning,Positive
A wonderful and useful app. I can't do without it!,Positive
Very nice to have details of words meaning source etc. And thats. Free,Positive
"I love the way you explain of words' meaning, which is simpler and essential.",Positive
Very fast because it is now in mobile easy to search and very satisfied dictionary app in my phone,Positive
Great easy to use,Positive
Very excellent app this app has all words of dictionary,Positive
it is very useful app. there are numbers of vocabullary are include in this app.,Positive
"Good for students and really helpful, just need to improve the word look up",Positive
very helpful to advance or correct some mistakes during sentences making,Positive
"what a horrible app used it for 10sec and had to stop, due to the streaming of ads",Negative
"The worst app, it requires money for offline option. cruel!",Negative
very good app it helps much better to write and speak English,Positive
It helps me so much but sometimes it stoped suddenly that wastes my time,Positive
"It's a real English dictionary of our times you know, i love the app it gives you an understanding of eveey terms you need to know.",Positive
"so far, so good. no problems, and very convenient.",Positive
Very fast in searching and wonderful background.,Positive
A good enough dictionary but too many adverts.,Neutral
Good but it takes too much time during searching,Neutral
Very helpful with my goal of learning a new word daily.,Positive
This is most stupid app ever. Trying to open dictionary it will redirect you to internet and consume alot of data without finding the word. Rubbish,Negative
great app to discover new words and increase your vocabulary,Positive
"Disgusting app , don't ever install it except meaning of words itprovides nothing not even the pronounciation of the words.",Negative
An excelent App for the development of our vocabulary. Thanks.,Positive
bad not working properly and so slow to find out the meaninig of words,Negative
"Very good, feel that it is more reliable than wickipedia",Positive
An awesome app. Very easy to understand.,Positive
It is very useful and educational and I think this is an app which every-one should have,Positive
"Very informative dictionary, and a result, also very helpful. Thank you!",Positive
Very easy and convenient to use,Positive
Nice and help very good about information of the medicines,Positive
This has really been soon helpful ad my English grammatical writing has improved tremendously.,Positive
"Terrible, terrible app. Never did I expect a dictionary to give me ads.",Negative
"Terrible app, everything requires internet yet it says offline.",Negative
It is very helpful for are vocabulary I especially like it,Positive
"this app is really great it helps mebin my studies i get to learn new words everyday thank you mobi systems for making this app i really appreciate it,",Positive
"best dictionary, very handy. can use on the go.anytime anywhere.",Positive
it's very useful to us and easy to find and easy to understand,Positive
Premium dictionary at one's finger tips makes very big difference.,Positive
"Great dictionary, very detailed, it deserves a 5-star rating",Positive
It is very helpful for searching the meanings of the words,Positive
its so good and useful for developing english language,Positive
Quite helpfull and handy,Positive
"""Very bad app, can't use without wifi. Am uninstalling right now!",Negative
It's easy to understand the meaning of a word,Positive
Very poor app. Very poor for the user. Google is better than this. Don't download this app.,Negative
Oxford dictionery is very easy to understand and it one of the top dictionery i have ever seen,Positive
Needs dark mode and simple view option widget doesnt work with Evie Launcher,Bug Report
App does what you would think without causing problems to my phone!,Personal Experience
there should be audio feature for free as well,Feature Suggestion
Best for beginners and easy to understand,Positive
Very fast and reliable in your searching.,Positive
"Good and well app,Good job to the producers""""",Appreciation
Excellent with compared to the similar kind of apps.,Positive
"Nice app, Very easy to use. Enjoining it.",Positive
l find it easy to use Oxford dictionary. it gives good exlanations of words.,Positive
Its not working in my phone. And it keeps on stopping.so i am not able to even open the app,Crash Report
very useful app for finding meaning of many words,Positive
"Useful App, to develop vocabulary strength",Positive
"great experience, great opportunity to be informed",Positive
one of the best dictionary available,Positive
"It is amazing, I feel so comfortable with it. It is a good dictionary a must have for everyone who love dictionary.",Positive
The app is very efficient and reliable!,Positive
Worst app ever.. you download offline dictionary daily even after premium😐 Don't install the app.,Negative
good - easy to find words - definitions easy to understand,Positive
This app is really handy.,Positive
So very convenient and helpful to look up the meaning of a word.,Positive
Its very helpful and through that have gained lots of knowledge,Positive
"Clear, Concise , Easy to navigate",Positive
"Fast, easy to use, and complete.",Positive
Its good to use and very easily and comfortable thanks,Positive
This app is very good. And presentation is too well ,Positive
Google dictionary it's so amazing app also help a lot.,Positive
"My explaination was that, this app is the best of all apps on social media",Positive
Very very very good app for learning English,Positive
OED app is precise and generous enough to be free,Positive
Everytime I pressed the sound button it glitched!,Bug Report
great Learnig tool for an excellent command of English language.,Positive
This app is good for me and I will find the difficult words meaning....,Positive
Very handy to have on my tablet when playing Scrabble.,Positive
Very bad application and too slow,Negative
the response is fast and concise.,Positive
I think this app is useful especially for people whose vocabulary are not good,Positive
This has been very handy at moments of need.,Positive
Its so fast i like it with clear english,Positive
Helps in Language and hard words and I learn new words everyday,Positive
It is very useful to me and handy. I recommend this app to every one.,Positive
I just think it is the best dictionary on the play store while having a vied options of words,Positive
like having a dictionary handy. very useful,Positive
"Excellent app, make life easy, makes what you are studying clearer. Get this app",Positive
"I like this app, it enables me sesrch for words meaning easily .",Positive
Very clearly illustrated. Very good!.,Positive
I really love this application and it gives you all what you need ,Positive
It helps me understand the meaning of more different words thus enhancing my English,Positive
The app is awesome.....its clear and wonderful.,Positive
This app is no good and it cannot even give meanings of simple words like stuck!!,Negative
"I have made the payment of Rs 159 online, the money got debited from my account but still i didn't got the access to the premium version",Personal Experience
Full screen add as soon as I open the app. TERRIBLE!,Negative
excellent! This the best way searching a word and the awesomust dictionary ever.,Positive
Incredible and i love using Oxford Dictionary . I can find any word am looking for,Positive
This is a great app. No problems so far,Positive
"Excellent for helping me understand words and in which context to use them, a useful aid for improving my written English.",Positive
"Very dissapointed, I thought this was a free ofline App. Turned out it's all a lie. You have to pay first..",Negative
Nice app ever keep it up I love to use it and improve my vocabilary,Appreciation
This app is really good for everyone. It aids in learning new words and their meanings everyday which could really help if yojr writter or hoing for a spelling competition,Positive
Great app! It well defined terms.,Positive
great dictionary. easy and fast in finding words,Positive
This is the worst app ever!!! I've been trying to get the meaning of a word since... It just keep showing blanc! What an app!,Negative
Comprehensive and easy to use,Positive
"I won't give you guys star because its fake, Offline mode fake... The rubbish app I've ever used ... Please don't waist your time download this it's nonsene ..",Negative
Best app for students to check word meaning. Just pls remove the pop up that comes everytime to get your premium dictionary.,Positive
"very very poor app, u r suggested not to download it, i have just downloaded seeing 50 millions downloaded, but damn it.",Negative
One of the best dictionary for English speakers !,Positive
Amazing app. Good for children as well!,Positive
Its wording is amazing to understand. I love it,Positive
This app very very helpful of students and this app needed some new features,Positive
Very easy to use and usefull aswell!,Positive
This app allows one to access a very good English dictionary,Positive
Excellent app. Very good response time,Positive
It's very simple to use and understand,Positive
"Very slow app ,takes to much time open ...",Negative
Its good and a must have app for student's enhancement in academic performance,Positive
Good dictionary and easy to use.,Positive
This app is very useful to know about the detail of a word,Positive
I hate this app i still need an internet before I can a grammar and even too slow. Very poor and stupid app,Negative
This is the worst application i have eva installed ..it should be changed to Ads app with a bit of dictionary TRASH,Negative
Very good for picking some new words and increase my vocabularies.,Positive
it's the perfect tool for the projects I work with.,Positive
It help me alot to find some words meanings.,Positive
"Always at hand, easy to use dictionaries app",Positive
it is a stupid app.it only asks for premium .its totally bad without premium .,Negative
Great app very suitable for children also offline,Positive
"it's good, improve English in communication within",Positive
"Most bad dictionary every time only go premium,go premium what's this hell ?damn it.",Negative
Excellent Dictionary! Love the airplane mode.,Positive
This is a fabulous english dictionary! It give you the meaning and description of any word you want to know!,Positive
"If you are looking for a free dictionary, that's not a good one for you because you can not benefit even from listening option. Thats so stupid",Personal Experience
"Waste app searching in Google is better than this, showing many ads",Negative
A very good dictionary with daily recommendations,Positive
Easier to operate and understand the definition,Positive
The dictionary provides simple and clear definition of words.,Positive
One of my best English apps... Guys download and see the reality of the Queen's Language,Positive
Great dictionary with lots of examples.,Positive
Is very effective for teaching and learning Good take-away for students,Positive
"wonderful dictionary, its just that it is too expensive.",Positive
Best dictionary ever.I recommend this to all the English learners ,Positive
Amazing and fantastic application it is the best,Positive
Great Dictionary. And I also use it for Spell checks.,Positive
great app very clear and easy to use,Positive
Offline mode isnt working well,Negative
This is the most useless app I've ever seen Asking for payment.,Negative
"Very useful app, will recommend you have it on your phone or tablet",Positive
It's great to be continuously learning new words.,Positive
"A very good source for meaning, etymology and usage.",Positive
Relatively a very good app. What else can I say,Positive
The app is amazing nd always gives you new words to learn daily,Positive
this dictionary is great and there are meanings for all the words.,Positive
horrible nothing I search appears it just eats my data for nothing,Negative
App is easy to use and with speach Reconission words are not a problem in spelling and in writing for a person with dyslexicier thankyou Oxford Dictionary for changing my life I can spell now with this app and Thesaurus too.,Positive
Very useful with good information and assistance,Positive
Your dictionary has significantly improve my grammar and therefore i will continue to use it and even recommend others to use the same.,Positive
Thumbs up for the developer (s) of this app.Very nice app,Appreciation
Very useful and user friendly app.,Positive
It's good to have a dictionary wherever i go. It gives me confident.,Positive
Very bad . Annoying adds always pop up,Negative
Easy to use and good explanation,Positive
"It is a scam. It is not real but fake one. My money wasted on it, it never gives me offline access as promised.",Personal Experience
best accurate dictionary with alternative definitions too.,Positive
very bad app. do not waste your data for installing this app . I am not satisfied with this app.,Negative
it is best for students and also elders it give you a great explanation and saves important part of time,Positive
It is an wonderful app and it is very use full,Positive
It's a bad app it doesn't work at offline mode,Negative
"Everything is good, i think it's the best app for learn of English",Positive
Awesome! This app is second to none. Thanks for making studying easy for us.,Positive
"Wow, I really love it.. especially with the word of the day...",Positive
"Just like perfection, a very diamond - though not necessarily as Dr Starkey would say ",Positive
Really incredible and it's is very helpful for us . Hey guys download this Apps for your Benefits.,Positive
This is so cool no word I don't know this is here to help me thank you if it did had 10 stars I will,Positive
"Oxford is the best, phonetic,pronunciations and much more... Keep up the good work",Positive
"""Oxford is the best, phonetic,pronunciations and much more",Positive
"""Oxford is the best, phonetic,pronunciations and much more",Positive
very good information sharing and reference app,Positive
"Great program in teaching """"""""English As A Second Language"""""""" (ESL).""""",Positive
Great dictionary with very useful tools.,Positive
"This app, is very nice it helps me in my english doubts thanks Oxford Dictionary for helping if you have a doubt in your english or want to know more about more words it's very nice. Pls use this app it's great for you instead of buying a dictionary out you can use this Oxford dictionary in your house for free so that's why use this app .... Thanks once again Oxford dictionary for helping me... So this app deserves 5 star..............",Positive
"""This app, is very nice it helps me in my english doubts thanks Oxford Dictionary for helping if you have a doubt in your english or want to know more about more words it's very nice",Positive
 Pls use this app it's great for you instead of buying a dictionary out you can use this Oxford dictionary in your house for free so that's why use this app ,Positive
More flexible and descriptive,Positive
Effective in every field for all...,Positive
best online/offline dictionary i have ever had,Positive
Great results got from using Oxford dictionary i really appreciate for the results given to me after researching anything,Positive
useless!!! in order to use this app fully you have to purchase premium.... very disappointed ,Negative
Services good with clear simple words,Positive
Amazingly well and all parents can give this to their kids so kids can go online for good reasons ,Positive
Excellent for use by any age group,Positive
It is a good app for those who want to learn English,Positive
Very informative and clear explanations.,Positive
Worlds best English dictionary. This is what I would expect from the most prominent University in the English-speaking World,Positive
"Worst app ever would have rate you guys 0 star...you can't get anything, all you can get is Ad everywhere God forbid""""",Negative
"complete wast of time ,rubbish if you guys need money to the bank and do not wast pepoles data to look for ordinary word.",Negative
Translation button doesnt work,Bug Report
Horrible app with advertising. Uninstalling it.,Negative
Superb & well designed app easy to use,Positive
This app is useful when I start to learn English,Positive
It's a great app It works 5x faster than any,Positive
Oxford Dictionary is working amazingly fabulous ever.,Positive
Best described with positive outstanding intense of word meaning.,Positive
Best app that realy necessary when you learn English,Positive
Its really good especially for quick learning or homework,Positive
Its the best app for my day to day use! Thanks to it coz i love English!,Positive
its very useful for those who love searching words,Positive
this dictionary is very helpful an developing my vocabulary(love it)such an Inspirational dictionary..,Positive
Very good it is useful when i am reading my books,Positive
This is the best dictionary in the world and this is vary useful e for students i love to use this directory,Positive
It's a great dictionary app. Perfect for children.,Positive
"I found it very very useful, much handy.",Positive
"this app is the worst ever app I have downloaded in a very long time. so not up to standard, useless and clueless.",Negative
"Such a great Fantastic app, much more convenient",Positive
it is one of the worst app I wouldn't give it one star if I was able to. No meaning is found in it .It is just a waste .I hate this app.,Negative
It is a very good and very important app for students ,Positive
It's very excellent dictionary app I've ever had. I love it.,Positive
This app is amazing being a student I have to learn alot,Positive
Easy access to word meanings at my finger tip is empowering and educational.,Positive
It a great dictionary and simple to use it,Positive
I wholly love this app and its doubtessly the best of all!,Positive
"Easy to use, Easy to like",Positive
Very easy to find difficult words...,Positive
"Easy to use, download it and enjoy I adore it",Positive
Understanding the meanings simply and easily,Positive
Too slow and hangs often,Bug Report
The best way to learn English & to be the gentleman,Positive
Easy for the children to use,Positive
Its been a good dictionary as according to my experience.,Positive
very bad i thought its a free dictionary when its offline. too bad,Negative
"It's very useful an easy to use, thanks for this app",Positive
Very very bad app always showing ads,Negative
Superb! I like the daily words.,Positive
"Great companion, timely experience",Positive
It seems its good app all the words i got i really appreciate this app it' really helping me,Positive
This app is so cool. It helps me when I don't know the meaning of a word,Positive
It is quite handy at the time one needs it.,Positive
This is pretty quick in comparison to other apps on the market.,Positive
Wonderful app to learn daily one new words,Positive
It's a useless app it's should be improved and also not to be able to satisfied me.....,Negative
This is the best u know its kind of fun and It teaches a lot of things so I'm saying bravo,Positive
Useless app just wasting my data and not displaying any meaning to my search .....,Negative
Bad application there is a lot Advertisement,Negative
complete in terms of word mean and their origin. Its awesome!,Positive
it is very useful for improving our vocablary,Positive
